,district,rooms,size,level,max_levels,price
6518,Учтепинский,2,52.0,5,5,35000.0
6519,Учтепинский,2,62.0,1,5,53000.0
6520,Учтепинский,4,100.0,9,9,52000.0
6521,Яшнободский,2,50.0,2,4,28500.0
6522,Чиланзарский,2,43.0,3,9,22000.0
6523,Мирабадский,2,70.0,4,9,55000.0
6524,Мирабадский,3,70.0,2,4,65000.0
6525,Чиланзарский,8,240.0,8,9,96000.0
6526,Чиланзарский,8,240.0,9,10,96000.0
6527,Мирабадский,3,110.0,5,9,105000.0
6528,Мирабадский,3,114.0,1,8,77995.0
6529,Мирабадский,2,70.0,8,9,52000.0
6530,Мирабадский,4,97.0,3,5,53972.0
6531,Шайхантахурский,4,165.0,4,7,140000.0
6532,Яшнободский,2,70.0,5,5,47000.0
6533,Яшнободский,2,50.0,4,4,42000.0
6534,Мирзо-Улугбекский,2,46.0,4,4,30500.0
6535,Сергелийский,1,24.0,2,2,15500.0
6536,Мирзо-Улугбекский,1,33.0,2,4,24000.0
6537,Мирзо-Улугбекский,2,58.0,4,5,31500.0
6538,Юнусабадский,5,135.0,1,9,85000.0
6539,Олмазорский,1,40.52,4,4,23000.0
6540,Шайхантахурский,5,185.0,2,5,135000.0
6541,Мирабадский,2,48.0,1,4,32000.0
6542,Мирзо-Улугбекский,2,65.0,1,9,38000.0
6543,Шайхантахурский,3,102.0,2,7,75000.0
6544,Шайхантахурский,4,123.0,5,7,89000.0
6545,Яшнободский,5,140.0,3,8,98000.0
6546,Шайхантахурский,3,96.0,7,7,68000.0
6547,Яшнободский,2,60.0,2,6,27000.0
6548,Шайхантахурский,4,140.0,4,7,120000.0
6549,Мирабадский,3,120.0,5,10,175000.0
6550,Чиланзарский,4,100.0,1,12,45000.0
6551,Юнусабадский,3,70.0,2,4,70000.0
6552,Мирабадский,3,75.0,4,4,70000.0
6553,Мирабадский,1,55.0,2,9,62000.0
6554,Яшнободский,5,135.0,3,9,88000.0
6555,Мирабадский,3,73.0,2,9,79000.0
6557,Юнусабадский,4,172.0,7,8,150000.0
6558,Мирзо-Улугбекский,7,192.0,8,9,155000.0
6559,Мирзо-Улугбекский,2,58.0,4,4,52000.0
6560,Шайхантахурский,2,75.0,2,3,87000.0
6561,Мирзо-Улугбекский,5,160.0,3,5,175000.0
6562,Мирзо-Улугбекский,4,115.0,5,5,93000.0
6563,Юнусабадский,5,130.0,8,9,120000.0
6564,Яккасарайский,5,115.0,8,9,65000.0
6565,Мирабадский,3,100.0,3,5,105000.0
6566,Мирабадский,5,115.0,6,9,98000.0
6567,Мирабадский,4,110.0,8,9,93000.0
6568,Мирабадский,4,120.0,10,16,125000.0
6570,Мирабадский,2,88.0,5,12,95000.0
6571,Шайхантахурский,5,210.0,2,4,140000.0
6572,Мирабадский,5,225.0,8,9,130000.0
6573,Мирзо-Улугбекский,3,83.0,2,6,41500.0
6574,Бектемирский,3,75.0,4,4,34000.0
6575,Яшнободский,2,60.0,1,9,32500.0
6576,Юнусабадский,2,65.0,6,9,50996.0
6577,Яккасарайский,3,54.0,3,5,63000.0
6578,Мирзо-Улугбекский,3,112.0,1,5,68000.0
6579,Мирзо-Улугбекский,4,95.0,3,5,64000.0
6580,Мирзо-Улугбекский,2,65.0,4,9,35999.0
6581,Яшнободский,2,52.0,4,4,26500.0
6582,Мирзо-Улугбекский,1,49.5,7,7,24749.0
6583,Мирабадский,3,115.0,5,5,65000.0
6584,Сергелийский,6,130.0,5,9,75000.0
6585,Мирабадский,2,65.0,4,9,80000.0
6586,Мирзо-Улугбекский,1,48.0,7,7,24000.0
6587,Мирзо-Улугбекский,1,31.3,7,7,16000.0
6588,Мирзо-Улугбекский,1,46.3,7,7,23000.0
6589,Сергелийский,3,57.0,3,7,43000.0
6590,Чиланзарский,3,72.0,1,9,68000.0
6591,Мирзо-Улугбекский,2,60.5,7,7,30000.0
6592,Юнусабадский,1,24.0,7,10,13680.0
6593,Юнусабадский,2,34.0,7,10,19380.0
6594,Чиланзарский,3,65.0,1,4,57000.0
6595,Сергелийский,5,188.0,3,4,70000.0
6596,Сергелийский,1,37.6,1,6,28000.0
6597,Мирзо-Улугбекский,3,75.0,1,5,60000.0
6598,Яшнободский,1,36.0,1,9,21989.0
6601,Мирзо-Улугбекский,1,26.0,4,4,18500.0
6602,Мирзо-Улугбекский,4,90.0,4,4,57000.0
6603,Яшнободский,3,119.0,1,5,95000.0
6604,Яккасарайский,2,42.0,4,4,35000.0
6605,Яшнободский,1,42.0,4,9,37000.0
6606,Олмазорский,2,58.0,2,4,39500.0
6607,Юнусабадский,3,70.0,1,5,20000.0
6608,Чиланзарский,4,100.0,6,9,70000.0
6609,Чиланзарский,2,50.0,4,4,31000.0
6610,Юнусабадский,2,50.0,1,4,33000.0
6611,Яккасарайский,4,86.0,2,4,68000.0
6612,Яшнободский,3,66.0,3,4,39500.0
6614,Мирабадский,2,64.75,9,9,48000.0
6615,Олмазорский,3,72.0,7,9,35500.0
6616,Мирзо-Улугбекский,4,94.0,7,9,125000.0
6617,Олмазорский,3,59.0,6,9,33500.0
6618,Шайхантахурский,2,48.0,4,4,40000.0
6619,Мирзо-Улугбекский,2,48.0,1,4,32000.0
6620,Сергелийский,4,99.5,8,9,50000.0
6621,Юнусабадский,4,90.0,4,5,57000.0
6622,Мирабадский,4,100.0,3,4,128000.0
6623,Учтепинский,3,72.0,7,9,52000.0
6624,Мирабадский,4,82.0,4,4,63000.0
6625,Учтепинский,3,96.0,3,4,62000.0
6626,Учтепинский,2,52.0,4,4,35000.0
6627,Учтепинский,4,76.0,2,4,51500.0
6628,Мирабадский,3,80.0,4,4,75000.0
6629,Чиланзарский,2,47.0,3,4,41000.0
6630,Чиланзарский,1,30.0,3,4,24000.0
6631,Чиланзарский,3,70.0,1,5,47000.0
6632,Юнусабадский,3,78.0,1,5,55000.0
6633,Мирзо-Улугбекский,4,95.0,4,4,95000.0
6634,Мирабадский,4,96.0,12,16,85000.0
6635,Яшнободский,2,58.0,5,5,29500.0
6636,Сергелийский,4,105.0,7,9,42000.0
6637,Чиланзарский,1,42.0,4,4,25000.0
6639,Чиланзарский,2,50.0,3,5,34000.0
6640,Чиланзарский,2,50.0,1,5,35500.0
6641,Чиланзарский,1,42.0,3,9,26500.0
6642,Чиланзарский,1,38.0,3,4,24500.0
6643,Юнусабадский,1,45.0,5,5,24000.0
6644,Яшнободский,2,54.0,4,4,31500.0
6645,Янгихаётский,4,96.0,9,9,34500.0
6646,Чиланзарский,4,92.0,2,4,115000.0
6647,Чиланзарский,3,65.0,3,4,47500.0
6648,Мирабадский,3,90.0,7,9,82000.0
6649,Юнусабадский,5,107.0,8,9,58000.0
6650,Яшнободский,2,54.15,2,9,34000.0
6651,Яшнободский,3,93.0,2,9,82000.0
6652,Мирзо-Улугбекский,2,65.0,5,9,41000.0
6653,Мирзо-Улугбекский,2,48.0,1,4,34500.0
6654,Яккасарайский,1,43.0,5,16,37000.0
6655,Олмазорский,4,130.0,4,4,88000.0
6656,Мирзо-Улугбекский,2,50.0,1,4,38000.0
6657,Чиланзарский,1,32.0,3,4,30500.0
6658,Шайхантахурский,3,80.0,3,4,60000.0
6659,Чиланзарский,3,60.89,7,9,41000.0
6660,Юнусабадский,2,60.0,2,4,58499.0
6661,Мирабадский,3,84.0,3,4,90000.0
6662,Юнусабадский,3,70.0,4,4,63000.0
6663,Яккасарайский,4,110.0,1,4,154998.0
6664,Юнусабадский,4,96.0,4,4,60000.0
6665,Юнусабадский,2,60.0,2,4,75000.0
6666,Юнусабадский,1,42.0,1,4,47000.0
6667,Яшнободский,1,50.0,2,9,45000.0
6668,Юнусабадский,1,42.0,4,4,43000.0
6669,Юнусабадский,2,55.0,1,4,43000.0
6670,Яккасарайский,2,53.0,2,3,45000.0
6671,Юнусабадский,2,65.0,6,9,60000.0
6672,Юнусабадский,3,72.0,1,4,50000.0
6673,Юнусабадский,3,70.0,2,4,60000.0
6674,Юнусабадский,4,96.0,4,4,80000.0
6675,Юнусабадский,3,70.0,2,4,60000.0
6676,Юнусабадский,4,96.0,4,4,80000.0
6677,Юнусабадский,3,63.0,2,5,73000.0
6678,Мирзо-Улугбекский,3,74.0,7,9,62000.0
6679,Шайхантахурский,3,70.0,2,4,55000.0
6680,Юнусабадский,5,110.0,8,9,61998.0
6681,Мирабадский,2,65.0,3,9,54998.0
6682,Юнусабадский,5,110.0,7,9,72999.0
6683,Шайхантахурский,2,58.0,2,4,47500.0
6684,Шайхантахурский,2,72.0,4,4,42000.0
6685,Яккасарайский,3,75.0,3,4,75000.0
6686,Мирабадский,1,34.0,2,5,36500.0
6687,Мирабадский,3,80.0,3,4,90000.0
6688,Мирабадский,2,65.0,4,4,60000.0
6689,Чиланзарский,3,73.0,4,9,53000.0
6690,Юнусабадский,3,115.0,5,9,105000.0
6691,Шайхантахурский,3,73.0,5,9,51000.0
6692,Шайхантахурский,3,94.0,4,4,72500.0
6693,Шайхантахурский,3,73.0,6,9,60000.0
6694,Олмазорский,3,73.0,6,9,53000.0
6695,Яккасарайский,4,160.0,5,8,160000.0
6696,Шайхантахурский,3,65.0,8,9,55000.0
6697,Сергелийский,5,115.0,1,4,82000.0
6698,Шайхантахурский,3,100.0,4,4,85000.0
6699,Шайхантахурский,4,78.0,8,9,50000.0
6700,Олмазорский,1,38.0,4,4,18000.0
6701,Мирабадский,4,100.0,3,4,88000.0
6702,Мирабадский,3,100.0,5,9,115000.0
6703,Яккасарайский,4,160.0,2,7,195000.0
6704,Мирабадский,2,38.0,8,8,60000.0
6705,Мирзо-Улугбекский,3,70.0,4,5,47000.0
6706,Мирзо-Улугбекский,3,72.0,6,9,56000.0
6707,Мирзо-Улугбекский,4,130.0,2,4,130000.0
6708,Яккасарайский,1,30.0,3,4,26500.0
6709,Яккасарайский,3,105.0,4,10,145000.0
6710,Яшнободский,4,144.0,8,8,185000.0
6711,Яшнободский,2,57.0,6,9,37000.0
6712,Яккасарайский,3,100.0,5,12,85000.0
6713,Юнусабадский,4,92.0,5,5,40500.0
6714,Чиланзарский,3,68.0,2,5,44000.0
6715,Олмазорский,2,56.0,1,5,32500.0
6716,Чиланзарский,3,82.0,3,4,70000.0
6717,Юнусабадский,2,63.0,9,9,43000.0
6718,Мирабадский,2,65.0,8,8,90000.0
6719,Яшнободский,2,51.0,4,4,26500.0
6720,Сергелийский,2,45.0,4,7,30000.0
6721,Олмазорский,4,130.0,1,7,129999.0
6722,Сергелийский,3,58.0,1,7,44000.0
6723,Яшнободский,3,70.0,3,5,43000.0
6724,Юнусабадский,4,93.0,3,4,55000.0
6725,Олмазорский,3,91.0,3,3,85000.0
6726,Олмазорский,3,76.0,5,5,39500.0
6727,Юнусабадский,2,54.0,3,4,40000.0
6728,Мирабадский,3,68.0,3,4,34000.0
6729,Юнусабадский,3,75.0,1,4,80000.0
6730,Мирзо-Улугбекский,3,75.0,3,4,90000.0
6731,Чиланзарский,3,70.0,4,4,37500.0
6732,Чиланзарский,2,50.0,2,5,37500.0
6733,Чиланзарский,2,50.0,2,4,34500.0
6734,Чиланзарский,2,50.0,4,4,34000.0
6735,Чиланзарский,2,50.0,4,4,30500.0
6736,Чиланзарский,2,50.0,2,5,36500.0
6737,Чиланзарский,1,40.0,2,4,29500.0
6738,Чиланзарский,1,32.0,4,5,24500.0
6739,Чиланзарский,1,32.0,2,4,28500.0
6740,Чиланзарский,1,32.0,3,5,24500.0
6741,Чиланзарский,1,33.0,4,4,26000.0
6742,Учтепинский,1,39.38,5,5,27950.0
6743,Чиланзарский,3,80.0,2,9,59000.0
6744,Мирзо-Улугбекский,3,73.0,1,4,35192.0
6745,Учтепинский,1,30.0,1,4,29400.0
6746,Юнусабадский,3,70.0,2,4,48000.0
6747,Юнусабадский,2,55.0,2,5,33500.0
6748,Мирзо-Улугбекский,2,54.0,5,5,50000.0
6749,Олмазорский,4,100.0,2,9,53000.0
6750,Чиланзарский,2,44.0,3,4,33000.0
6751,Мирзо-Улугбекский,5,110.0,2,4,85000.0
6752,Чиланзарский,2,50.0,2,4,30500.0
6753,Олмазорский,2,60.0,2,9,36000.0
6754,Олмазорский,1,40.0,2,9,26000.0
6755,Мирзо-Улугбекский,3,80.0,2,4,140000.0
6756,Мирабадский,5,115.0,4,9,98000.0
6757,Шайхантахурский,2,92.0,2,9,50000.0
6759,Юнусабадский,4,115.0,7,9,68000.0
6760,Яшнободский,3,78.0,2,9,75000.0
6761,Чиланзарский,4,91.0,9,9,72000.0
6762,Олмазорский,3,70.0,4,4,37000.0
6763,Чиланзарский,3,67.0,2,4,52500.0
6764,Учтепинский,1,30.0,1,4,29500.0
6765,Чиланзарский,2,50.0,2,4,37500.0
6766,Сергелийский,2,52.0,1,4,43000.0
6767,Шайхантахурский,5,100.0,7,9,48000.0
6768,Яшнободский,2,61.0,8,9,34000.0
6769,Шайхантахурский,3,77.0,5,5,45000.0
6770,Чиланзарский,1,30.0,2,4,27000.0
6771,Чиланзарский,1,30.0,4,4,25500.0
6772,Чиланзарский,1,30.0,1,4,25200.0
6773,Чиланзарский,1,30.0,3,4,22700.0
6774,Мирабадский,3,71.0,2,9,47000.0
6775,Шайхантахурский,2,55.0,4,4,40000.0
6776,Шайхантахурский,3,68.41,4,9,56000.0
6777,Мирабадский,2,65.0,8,8,90000.0
6778,Яккасарайский,1,48.0,6,8,57000.0
6779,Мирзо-Улугбекский,1,20.0,1,4,17500.0
6780,Мирабадский,3,75.0,6,9,85000.0
6781,Мирабадский,2,68.0,3,9,33000.0
6782,Чиланзарский,2,44.0,5,5,35000.0
6783,Мирабадский,4,93.6,4,4,92500.0
6784,Мирабадский,4,121.0,5,9,115000.0
6785,Юнусабадский,2,60.0,7,9,63000.0
6786,Чиланзарский,5,109.0,3,5,80000.0
6787,Учтепинский,3,80.0,4,4,51000.0
6788,Учтепинский,3,92.0,4,4,44000.0
6789,Учтепинский,3,67.0,3,4,42000.0
6790,Учтепинский,3,68.0,2,5,46000.0
6791,Яккасарайский,1,43.0,12,16,33500.0
6792,Яккасарайский,2,52.0,5,5,36200.0
6793,Яккасарайский,2,63.0,1,9,43000.0
6794,Учтепинский,2,54.0,3,4,31000.0
6795,Учтепинский,4,96.0,4,4,73000.0
6796,Учтепинский,4,80.0,5,5,47000.0
6797,Учтепинский,4,76.0,1,5,120000.0
6798,Учтепинский,3,70.0,4,5,47000.0
6799,Мирабадский,3,135.0,3,8,88000.0
6800,Учтепинский,2,54.0,1,5,52000.0
6801,Учтепинский,5,120.0,3,5,120000.0
6802,Учтепинский,4,86.0,6,9,68500.0
6803,Учтепинский,4,78.0,1,4,56000.0
6804,Учтепинский,3,72.0,7,9,58000.0
6805,Чиланзарский,2,47.0,2,4,32000.0
6806,Учтепинский,3,98.0,3,4,66000.0
6807,Чиланзарский,2,58.0,3,9,40500.0
6808,Чиланзарский,2,60.0,3,5,33500.0
6809,Чиланзарский,2,60.0,3,5,35500.0
6810,Чиланзарский,2,50.0,4,5,33500.0
6811,Чиланзарский,2,50.0,2,5,34000.0
6812,Чиланзарский,1,36.0,2,4,26500.0
6813,Чиланзарский,1,36.0,1,4,26500.0
6814,Чиланзарский,1,32.0,3,5,25500.0
6815,Учтепинский,3,65.0,4,4,43000.0
6816,Чиланзарский,3,70.0,5,5,40000.0
6817,Учтепинский,2,46.0,1,4,38500.0
6818,Учтепинский,2,50.0,4,4,32000.0
6819,Чиланзарский,2,50.0,1,4,43500.0
6820,Мирабадский,2,65.0,8,9,52000.0
6821,Чиланзарский,2,70.0,2,4,68000.0
6822,Чиланзарский,2,46.0,4,4,35000.0
6823,Чиланзарский,1,34.0,2,4,30500.0
6824,Учтепинский,2,56.0,3,4,37000.0
6825,Учтепинский,2,46.0,1,5,28500.0
6826,Шайхантахурский,2,46.0,9,9,37000.0
6827,Чиланзарский,3,71.0,2,4,43000.0
6828,Мирзо-Улугбекский,2,54.0,5,5,50000.0
6829,Мирабадский,3,135.0,3,9,88000.0
6830,Чиланзарский,2,47.0,4,4,35000.0
6831,Мирабадский,4,100.0,8,9,95000.0
6832,Чиланзарский,5,104.0,2,5,63000.0
6833,Чиланзарский,1,42.0,2,5,31000.0
6834,Чиланзарский,2,62.0,8,9,37000.0
6835,Мирабадский,3,65.0,4,4,35000.0
6836,Чиланзарский,2,50.0,4,4,33000.0
6837,Мирабадский,4,116.0,9,9,75000.0
6838,Яккасарайский,4,92.0,6,9,120000.0
6839,Чиланзарский,3,100.0,2,9,73000.0
6840,Яккасарайский,2,58.0,5,5,46000.0
6841,Чиланзарский,3,65.0,4,4,53000.0
6842,Чиланзарский,3,56.0,1,4,41000.0
6843,Чиланзарский,1,34.0,2,4,29000.0
6844,Чиланзарский,2,49.0,1,4,37000.0
6845,Чиланзарский,2,52.0,2,4,36500.0
6846,Чиланзарский,2,50.0,1,4,34000.0
6847,Чиланзарский,2,59.0,5,9,36000.0
6848,Чиланзарский,3,64.0,6,9,25000.0
6849,Чиланзарский,3,67.0,1,4,48000.0
6850,Чиланзарский,4,80.0,3,5,74000.0
6851,Чиланзарский,4,116.0,4,4,120000.0
6852,Чиланзарский,3,110.0,4,9,70000.0
6853,Мирзо-Улугбекский,1,27.0,5,5,23000.0
6854,Мирабадский,3,90.0,1,9,85000.0
6855,Чиланзарский,2,50.0,2,4,30500.0
6856,Юнусабадский,3,80.0,7,9,49500.0
6857,Мирзо-Улугбекский,2,60.0,1,4,39000.0
6859,Юнусабадский,3,71.0,5,9,68000.0
6860,Учтепинский,2,49.0,4,9,37000.0
6861,Мирзо-Улугбекский,3,80.0,4,5,45000.0
6862,Учтепинский,3,67.0,4,4,34900.0
6863,Мирзо-Улугбекский,4,95.0,5,5,46000.0
6864,Мирзо-Улугбекский,3,66.0,3,4,56000.0
6865,Чиланзарский,1,30.0,4,4,27000.0
6866,Учтепинский,1,33.0,2,5,23000.0
6867,Чиланзарский,2,55.0,1,4,47300.0
6868,Чиланзарский,2,46.0,3,4,34000.0
6869,Чиланзарский,2,48.0,1,4,40000.0
6870,Мирзо-Улугбекский,4,87.0,8,9,40500.0
6871,Чиланзарский,2,54.0,1,4,43000.0
6872,Учтепинский,3,65.0,4,4,42800.0
6873,Шайхантахурский,3,72.0,2,9,58500.0
6874,Чиланзарский,5,110.0,1,5,160000.0
6875,Учтепинский,2,42.0,3,5,32500.0
6876,Чиланзарский,3,68.0,4,4,48500.0
6877,Чиланзарский,3,68.0,1,4,58500.0
6878,Мирзо-Улугбекский,3,75.0,7,9,39500.0
6879,Учтепинский,1,38.0,5,5,23000.0
6880,Учтепинский,3,66.0,3,5,53000.0
6881,Учтепинский,3,72.0,5,5,43000.0
6882,Учтепинский,3,60.0,5,5,33500.0
6883,Яккасарайский,2,62.0,3,5,39000.0
6884,Мирзо-Улугбекский,3,70.0,3,4,47000.0
6885,Учтепинский,4,84.0,5,5,48000.0
6886,Учтепинский,2,52.0,3,5,35000.0
6887,Чиланзарский,1,30.0,2,4,25500.0
6888,Чиланзарский,4,78.0,4,4,55500.0
6889,Чиланзарский,5,150.0,4,4,100000.0
6890,Учтепинский,4,76.0,2,5,69000.0
6891,Учтепинский,4,74.0,1,5,52500.0
6892,Чиланзарский,2,44.0,3,3,31000.0
6893,Учтепинский,3,70.0,5,5,44000.0
6894,Учтепинский,2,58.0,5,5,33000.0
6895,Учтепинский,4,80.0,4,5,53000.0
6896,Учтепинский,4,76.0,3,5,69000.0
6897,Яшнободский,4,90.0,3,4,60000.0
6898,Учтепинский,4,80.0,4,5,47500.0
6899,Чиланзарский,2,42.0,2,5,40000.0
6900,Чиланзарский,4,112.0,3,4,118000.0
6901,Яшнободский,3,70.0,2,4,36500.0
6902,Юнусабадский,5,135.0,2,9,82000.0
6903,Чиланзарский,2,52.0,5,5,36000.0
6904,Чиланзарский,4,80.0,4,5,65000.0
6905,Шайхантахурский,4,90.0,3,4,53000.0
6906,Мирзо-Улугбекский,2,60.0,5,5,37500.0
6907,Юнусабадский,2,52.0,4,5,37000.0
6908,Мирзо-Улугбекский,4,110.0,1,9,52000.0
6909,Яккасарайский,4,96.0,2,9,67000.0
6910,Яшнободский,2,50.0,2,4,31000.0
6911,Мирзо-Улугбекский,4,92.0,4,4,52000.0
6912,Шайхантахурский,3,105.0,4,7,128000.0
6913,Чиланзарский,3,68.0,4,4,35000.0
6914,Чиланзарский,3,75.0,5,9,50000.0
6915,Юнусабадский,3,67.0,5,5,40000.0
6916,Мирзо-Улугбекский,3,118.0,3,5,95000.0
6917,Мирабадский,3,85.0,5,9,74000.0
6918,Юнусабадский,2,55.0,3,4,48000.0
6919,Мирабадский,2,70.0,4,7,69000.0
6920,Шайхантахурский,3,80.0,4,7,57500.0
6921,Мирзо-Улугбекский,3,105.0,4,4,87000.0
6922,Олмазорский,1,43.0,3,9,25000.0
6923,Яккасарайский,5,211.0,8,9,190000.0
6924,Чиланзарский,2,65.0,1,5,41000.0
6925,Чиланзарский,2,50.0,2,5,36500.0
6926,Чиланзарский,2,50.0,4,4,33500.0
6927,Чиланзарский,2,45.0,2,5,37000.0
6928,Чиланзарский,2,50.0,3,4,30500.0
6929,Чиланзарский,1,42.0,6,9,26500.0
6930,Чиланзарский,1,40.0,1,4,25500.0
6931,Чиланзарский,1,42.0,4,4,25000.0
6932,Мирзо-Улугбекский,3,80.0,3,4,103000.0
6933,Мирзо-Улугбекский,2,65.0,4,12,52500.0
6934,Шайхантахурский,3,72.0,6,9,57000.0
6935,Яшнободский,3,70.0,4,4,37500.0
6936,Яшнободский,1,18.0,1,4,10500.0
6937,Мирабадский,5,117.0,1,9,136000.0
6938,Учтепинский,1,41.0,3,5,26000.0
6939,Юнусабадский,4,110.0,7,9,69000.0
6940,Чиланзарский,2,52.0,3,4,32300.0
6941,Чиланзарский,3,66.0,5,5,40000.0
6942,Мирабадский,4,110.0,9,9,70500.0
6943,Шайхантахурский,3,95.0,2,9,50000.0
6944,Мирзо-Улугбекский,5,191.0,8,9,150000.0
6945,Яшнободский,1,26.0,1,4,19000.0
6946,Олмазорский,4,74.07,4,4,44000.0
6948,Сергелийский,1,24.0,2,2,15500.0
6949,Юнусабадский,1,45.0,4,4,27000.0
6950,Учтепинский,3,105.0,5,6,85000.0
6951,Учтепинский,3,70.0,2,4,47000.0
6952,Чиланзарский,1,50.0,3,4,33000.0
6953,Учтепинский,3,80.0,11,12,44000.0
6954,Учтепинский,2,48.0,6,9,42000.0
6955,Учтепинский,3,58.0,4,5,43000.0
6956,Шайхантахурский,2,60.0,1,4,45000.0
6957,Мирзо-Улугбекский,1,38.0,4,4,21000.0
6958,Шайхантахурский,3,63.0,1,2,65000.0
6959,Яккасарайский,2,49.0,4,5,36000.0
6960,Олмазорский,5,100.0,3,4,57000.0
6961,Юнусабадский,3,110.0,2,8,165000.0
6962,Яккасарайский,1,22.0,2,9,27000.0
6963,Мирзо-Улугбекский,3,120.0,3,5,125000.0
6964,Мирабадский,3,157.0,8,9,105000.0
6965,Яккасарайский,1,47.0,7,16,34000.0
6966,Чиланзарский,2,48.0,4,4,42000.0
6967,Яшнободский,4,97.0,6,9,95000.0
6968,Яшнободский,4,92.0,4,9,53000.0
6969,Чиланзарский,3,60.0,2,4,45000.0
6970,Чиланзарский,1,34.0,1,5,29000.0
6971,Яккасарайский,5,116.0,3,9,87000.0
6972,Учтепинский,2,48.0,3,4,41000.0
6973,Учтепинский,2,50.0,2,4,35000.0
6974,Яшнободский,2,48.0,3,4,28000.0
6975,Чиланзарский,2,46.0,4,4,47000.0
6976,Юнусабадский,3,70.0,2,4,51000.0
6977,Учтепинский,3,70.0,3,9,42500.0
6978,Мирзо-Улугбекский,3,85.0,8,9,58000.0
6979,Яккасарайский,3,82.0,4,4,75000.0
6980,Учтепинский,2,56.0,2,4,37000.0
6981,Шайхантахурский,4,85.0,3,4,53000.0
6982,Мирабадский,2,59.0,4,4,24000.0
6983,Олмазорский,2,58.0,5,9,28000.0
6984,Чиланзарский,2,48.0,2,4,37000.0
6986,Сергелийский,2,43.0,4,7,34000.0
6987,Мирзо-Улугбекский,3,70.0,3,4,38500.0
6988,Юнусабадский,4,130.0,4,9,95000.0
6989,Шайхантахурский,4,88.0,2,9,78000.0
6990,Шайхантахурский,2,68.0,6,9,68000.0
6991,Мирзо-Улугбекский,2,48.0,4,4,27394.0
6992,Яккасарайский,3,96.0,1,7,96000.0
6993,Мирзо-Улугбекский,2,48.0,4,4,26829.0
6994,Сергелийский,3,55.0,6,7,40500.0
6995,Яшнободский,1,48.0,6,6,18385.0
6996,Мирзо-Улугбекский,2,60.0,5,5,36000.0
6997,Мирзо-Улугбекский,3,61.0,1,4,120000.0
6998,Чиланзарский,1,30.0,1,4,26500.0
6999,Чиланзарский,3,64.0,3,3,39500.0
7000,Чиланзарский,1,30.0,3,4,26000.0
7001,Учтепинский,4,80.0,2,4,60000.0
7002,Чиланзарский,3,68.0,5,5,43000.0
7003,Чиланзарский,3,68.0,4,4,40000.0
7004,Учтепинский,3,76.0,3,9,63000.0
7005,Олмазорский,3,67.0,1,4,51000.0
7006,Учтепинский,3,65.0,2,4,43000.0
7007,Учтепинский,2,56.0,6,9,39500.0
7008,Учтепинский,2,60.0,1,9,46000.0
7009,Учтепинский,2,63.0,3,4,41000.0
7010,Чиланзарский,3,68.0,4,4,35500.0
7011,Чиланзарский,1,26.0,4,5,26100.0
7012,Чиланзарский,2,50.0,2,4,34500.0
7013,Чиланзарский,2,50.0,3,5,35500.0
7014,Чиланзарский,1,42.0,4,5,27000.0
7015,Чиланзарский,1,36.0,2,5,25500.0
7016,Чиланзарский,1,40.0,4,4,24500.0
7017,Учтепинский,2,58.0,4,5,33000.0
7018,Чиланзарский,2,63.0,4,4,48500.0
7019,Чиланзарский,3,75.0,3,4,51000.0
7020,Мирабадский,4,97.0,12,16,82500.0
7021,Чиланзарский,2,62.0,2,4,42000.0
7022,Чиланзарский,3,90.0,3,4,122000.0
7023,Чиланзарский,3,70.0,7,9,39500.0
7024,Чиланзарский,2,42.0,4,4,31500.0
7025,Чиланзарский,2,75.0,6,9,75000.0
7026,Учтепинский,3,70.0,4,9,68000.0
7027,Шайхантахурский,4,85.0,2,5,61001.0
7028,Чиланзарский,3,93.0,4,4,73500.0
7029,Чиланзарский,5,124.0,7,8,90000.0
7030,Чиланзарский,3,98.0,9,9,45000.0
7031,Шайхантахурский,3,72.0,8,9,69000.0
7032,Чиланзарский,3,70.0,4,4,47000.0
7033,Учтепинский,2,40.0,2,4,36000.0
7034,Шайхантахурский,1,38.0,2,5,28500.0
7035,Шайхантахурский,1,30.0,3,4,23000.0
7036,Чиланзарский,4,80.0,5,5,43000.0
7037,Шайхантахурский,5,163.0,3,4,95000.0
7038,Чиланзарский,3,68.0,2,2,37000.0
7039,Чиланзарский,4,100.0,2,9,105000.0
7040,Чиланзарский,3,70.0,2,4,38000.0
7041,Чиланзарский,2,60.0,3,4,42000.0
7042,Шайхантахурский,3,75.0,2,4,49000.0
7043,Чиланзарский,2,47.0,4,4,30500.0
7044,Шайхантахурский,3,78.0,3,5,65000.0
7045,Чиланзарский,1,35.0,3,4,24500.0
7046,Мирабадский,3,120.0,5,10,175000.0
7047,Чиланзарский,3,72.0,8,9,66000.0
7048,Юнусабадский,2,61.0,2,5,42000.0
7049,Чиланзарский,5,120.0,1,9,76000.0
7050,Учтепинский,4,94.0,3,9,65000.0
7051,Чиланзарский,2,63.0,7,9,48000.0
7052,Мирзо-Улугбекский,3,86.0,5,5,42000.0
7053,Учтепинский,3,70.0,4,4,44000.0
7054,Учтепинский,3,70.0,3,4,47500.0
7055,Учтепинский,3,72.0,8,9,43000.0
7056,Учтепинский,3,70.0,2,4,52500.0
7057,Учтепинский,2,44.0,4,4,33000.0
7058,Учтепинский,4,80.0,1,5,70000.0
