location,district,rooms,size,level,max_levels,price,lat,lng
"город Ташкент, Яшнободский район, Авиасозлар 2",Яшнободский,2,48,3,5,34000,41.2832159,69.3496224
"город Ташкент, Мирабадский район, Госпитальный",Мирабадский,3,88,5,5,49000,41.295316,69.275364
"город Ташкент, Мирабадский район, Нукус",Мирабадский,4,120,1,4,135000,41.2910722,69.2769129
"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Чиланзарский,2,50,1,4,35500,41.271386,69.1961168
"город Ташкент, Мирзо-Улугбекский район, Феруза-2",Мирзо-Улугбекский,2,55,2,4,35000,41.3550649,69.3585936
"город Ташкент, Мирзо-Улугбекский район, Феруза-1",Мирзо-Улугбекский,5,100,4,4,48000,41.3550649,69.3585936
"город Ташкент, Чиланзарский район, Чиланзар 19-й квартал",Чиланзарский,1,33,4,4,25000,41.2710841,69.1849411
"город Ташкент, Яккасарайский район, Конституция",Яккасарайский,2,78,1,4,85000,41.2638329,69.2254764
"город Ташкент, Юнусабадский район, Юнусабад 10-й квартал",Юнусабадский,1,42,1,5,28500,41.3804352,69.2840285
"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 2-й квартал",Мирзо-Улугбекский,2,50,4,4,26500,41.3292204,69.3473509
"город Ташкент, Шайхантахурский район, Джангох",Шайхантахурский,3,68.37,2,9,56000,41.3289182,69.2527386
"город Ташкент, Мирзо-Улугбекский район, Карасу 6-й квартал",Мирзо-Улугбекский,4,92,3,5,61000,41.3292204,69.3473509
"город Ташкент, Чиланзарский район, 1-й проезд Катартал",Чиланзарский,2,63,1,5,45000,41.2950648,69.2074731
"город Ташкент, Чиланзарский район, Чиланзар квартал 20А",Чиланзарский,2,58,1,9,35000,41.259418,69.1804708
"город Ташкент, Шайхантахурский район, Урда",Шайхантахурский,1,70,6,7,60000,41.3221852,69.2616787
"город Ташкент, Учтепинский район, Фозилтепа",Учтепинский,2,56,6,9,34500,41.2937955,69.1730881
"город Ташкент, Юнусабадский район, Юнусабад 11-й квартал",Юнусабадский,1,50,7,9,37500,41.3700057,69.2892434
"город Ташкент, Мирабадский район, Фидокор (Чехова) ",Мирабадский,1,43,4,8,52000,41.296644,69.275878
"город Ташкент, Мирабадский район, Госпитальный",Мирабадский,2,53,9,10,48000,41.295316,69.275364
"город Ташкент, Юнусабадский район, Ц6 м.Минор",Юнусабадский,3,72,4,9,78000,41.3298867,69.2803036
"город Ташкент, Яккасарайский район, 7-й проезд Абдуллы Каххара",Яккасарайский,3,105,5,9,135000,41.2843902,69.2585422
"город Ташкент, Сергелийский район, Sergeli 5a 2 qurilish",Сергелийский,2,42,5,7,35000,41.220067,69.2207029
"город Ташкент, Яккасарайский район, Богибустон",Яккасарайский,2,49,4,5,36000,41.270004,69.228478
"город Ташкент, Шайхантахурский район, Хувайдо",Шайхантахурский,7,320,7,7,130000,41.340191,69.199176
"город Ташкент, Яшнободский район, Паркент",Яшнободский,3,61.91,8,9,50027,41.3146381,69.3228615
"город Ташкент, Яшнободский район, Городок Авиастроителей 4-й квартал",Яшнободский,2,53.1,3,6,34326,41.2922516,69.3419071
"город Ташкент, Мирзо-Улугбекский район, Ахмад Югнакий",Мирзо-Улугбекский,2,39.9,4,9,21823,41.34932,69.3860684
"город Ташкент, Мирзо-Улугбекский район, Ахмад Югнакий",Мирзо-Улугбекский,2,50.3,5,9,27511,41.34932,69.3860684
"город Ташкент, Мирзо-Улугбекский район, Ахмад Югнакий",Мирзо-Улугбекский,2,41.4,5,9,22379,41.34932,69.3860684
"город Ташкент, Яшнободский район, Паркент",Яшнободский,2,52.5,3,9,42423,41.3146381,69.3228615
"город Ташкент, Яшнободский район, Паркент",Яшнободский,4,104.1,5,9,84119,41.3146381,69.3228615
"город Ташкент, Яшнободский район, 6-й проезд Паркент",Яшнободский,2,76,2,9,61413,41.3076457,69.3354166
"город Ташкент, Мирзо-Улугбекский район, Ахмад Югнакий",Мирзо-Улугбекский,1,26.4,5,9,14439,41.34932,69.3860684
"город Ташкент, Шайхантахурский район, Караташ",Шайхантахурский,2,50,8,12,31000,41.3141622,69.2368973
"город Ташкент, Сергелийский район, Янги Чоштепа Янгихаётский район",Сергелийский,2,54,6,7,34075,41.210633,69.2281531
"город Ташкент, Юнусабадский район, Юнусабад 9-й квартал",Юнусабадский,3,78,4,5,43000,41.374408,69.2771853
"город Ташкент, Чиланзарский район, Чиланзар 7-й квартал",Чиланзарский,2,46,3,4,40000,41.2948119,69.2087824
"город Ташкент, Чиланзарский район, Чиланзар 10-й квартал",Чиланзарский,2,54,2,4,39500,41.2829494,69.1968618
"город Ташкент, Чиланзарский район, Мукими",Чиланзарский,1,33,2,4,34000,41.2885649,69.2290098
"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",Чиланзарский,3,62,2,4,52500,41.2807837,69.223683
"город Ташкент, Чиланзарский район, Чиланзар квартал Е",Чиланзарский,3,78,9,9,53500,41.259418,69.1804708
"город Ташкент, Чиланзарский район, Шарк",Чиланзарский,2,55,4,4,36500,41.3112269,69.2701272
"город Ташкент, Учтепинский район, Кухна-Чупонота массив Чиланзар 13-й квартал",Учтепинский,3,72,5,5,42400,41.2902787,69.1839655
"город Ташкент, Учтепинский район, Кухна-Чупонота массив Чиланзар 13-й квартал",Учтепинский,4,80,1,4,55000,41.2902787,69.1839655
"город Ташкент, Учтепинский район, Кухна-Чупонота массив Чиланзар 13-й квартал",Учтепинский,4,100,1,4,87000,41.2902787,69.1839655
"город Ташкент, Чиланзарский район, площадь Дружбы Народов",Чиланзарский,3,110,2,4,115000,41.3102239,69.2411909
"город Ташкент, Яккасарайский район, Улица Нукус",Яккасарайский,1,43,5,16,36000,41.2845992,69.266246
"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Чиланзарский,2,50,4,4,32000,41.271386,69.1961168
"город Ташкент, Чиланзарский район, 1-й проезд Заргарлик",Чиланзарский,4,94,9,9,60132,41.2769954,69.1962495
"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Чиланзарский,2,49,4,4,35000,41.271386,69.1961168
"город Ташкент, Олмазорский район, hurriyat 75",Олмазорский,3,91,3,3,85000,41.3645355,69.2281531
"город Ташкент, Чиланзарский район, Шарк",Чиланзарский,3,72,4,9,43000,41.3112269,69.2701272
"город Ташкент, Чиланзарский район, Чиланзар 3-й квартал",Чиланзарский,1,30,4,4,26500,41.2855934,69.223683
"город Ташкент, Учтепинский район, Чиланзар 22-й квартал",Учтепинский,1,36,3,4,25500,41.2879715,69.1692951
"город Ташкент, Чиланзарский район, Чиланзар квартал Ц",Чиланзарский,4,110,3,9,84000,41.2798237,69.2058023
"город Ташкент, Учтепинский район, Фазылтепа",Учтепинский,2,90,2,5,65000,41.2937955,69.1730881
"город Ташкент, Шайхантахурский район, Ибн Сина-1",Шайхантахурский,3,72,2,5,40000,41.3345513,69.167805
"город Ташкент, Яшнободский район, Паркент",Яшнободский,2,70,5,9,50000,41.3146381,69.3228615
"город Ташкент, Учтепинский район, Чиланзар 24-й квартал",Учтепинский,2,48,5,5,31000,41.2814223,69.1760005
"город Ташкент, Учтепинский район, Чиланзар 23-й квартал",Учтепинский,4,86,2,5,66000,41.2867929,69.1789807
"город Ташкент, Учтепинский район, Чиланзар 23-й квартал",Учтепинский,3,72,1,9,48000,41.2867929,69.1789807
"город Ташкент, Учтепинский район, Чиланзар 23-й квартал",Учтепинский,4,90,3,5,48000,41.2867929,69.1789807
"город Ташкент, Учтепинский район, Чиланзар 23-й квартал",Учтепинский,3,84,6,9,53500,41.2867929,69.1789807
"город Ташкент, Чиланзарский район, Чиланзар квартал 20А",Чиланзарский,2,58,8,9,33500,41.259418,69.1804708
"город Ташкент, Чиланзарский район, Чапаната",Чиланзарский,2,54,2,5,43000,41.2788539,69.2177163
"город Ташкент, Чиланзарский район, Мукими",Чиланзарский,2,65,5,12,42500,41.2885649,69.2290098
"город Ташкент, Чиланзарский район, площадь Дружбы Народов",Чиланзарский,2,63,5,9,66000,41.3102239,69.2411909
"город Ташкент, Учтепинский район, Чиланзар 21-й квартал",Учтепинский,1,32,4,4,23000,41.2924208,69.1737654
"город Ташкент, Чиланзарский район, Чиланзар 16-й квартал",Чиланзарский,1,39,4,4,26000,41.274633,69.200587
"город Ташкент, Яккасарайский район, Конституция",Яккасарайский,2,51,1,5,60000,41.2638329,69.2254764
"город Ташкент, Яккасарайский район, Бабура",Яккасарайский,6,145,1,9,142000,41.2818558,69.2552666
"город Ташкент, Шайхантахурский район, Караташ",Шайхантахурский,3,80,6,9,48000,41.3141622,69.2368973
"город Ташкент, Шайхантахурский район, Бешагач",Шайхантахурский,3,95,6,9,78000,41.2834892,69.2665263
"город Ташкент, Шайхантахурский район, Хадра",Шайхантахурский,2,48,8,9,69000,41.3242925,69.2505036
"город Ташкент, Чиланзарский район, Чиланзар квартал Е",Чиланзарский,3,75,2,9,66000,41.259418,69.1804708
"город Ташкент, Учтепинский район, 5-й проезд Юсуфа Саккоки",Учтепинский,4,85,5,5,45000,41.2942023,69.1619116
"город Ташкент, Учтепинский район, Чиланзар 26-й квартал",Учтепинский,2,52,5,5,35000,41.2771751,69.1789807
"город Ташкент, Учтепинский район, Чиланзар 25-й квартал",Учтепинский,2,62,1,5,53000,41.2797359,69.1670599
"город Ташкент, Учтепинский район, Чиланзар 24-й квартал",Учтепинский,4,100,9,9,52000,41.2814223,69.1760005
"город Ташкент, Яшнободский район, Городок Авиастроителей 2-й квартал",Яшнободский,2,50,2,4,28500,41.2922516,69.3419071
"город Ташкент, Чиланзарский район, Чиланзар квартал 20Д",Чиланзарский,2,43,3,9,22000,41.2657122,69.1819609
"город Ташкент, Мирабадский район, Саида Барака",Мирабадский,2,70,4,9,55000,41.2981824,69.2837907
"город Ташкент, Мирабадский район, Фидокор (Чехова) ",Мирабадский,3,70,2,4,65000,41.296644,69.275878
"город Ташкент, Чиланзарский район, Чиланзар 19-й квартал",Чиланзарский,8,240,8,9,96000,41.2710841,69.1849411
"город Ташкент, Чиланзарский район, Нукус",Чиланзарский,8,240,9,10,96000,41.282805,69.2629526
"город Ташкент, Мирабадский район, проспект Амира Темура",Мирабадский,3,110,5,9,105000,41.3028425,69.2792998
"город Ташкент, Мирабадский район, Нукус",Мирабадский,3,114,1,8,77995,41.2910722,69.2769129
"город Ташкент, Мирабадский район, проспект Амира Темура",Мирабадский,2,70,8,9,52000,41.3028425,69.2792998
"город Ташкент, Мирабадский район, Инокобод",Мирабадский,4,97,3,5,53972,41.2866048,69.2917471
"город Ташкент, Шайхантахурский район, Беруни",Шайхантахурский,4,165,4,7,140000,41.3327788,69.2183644
"город Ташкент, Яшнободский район, Садыка Азимова (Жуковского) ",Яшнободский,2,70,5,5,47000,41.3052221,69.2898134
"город Ташкент, Яшнободский район, Ташсельмаш",Яшнободский,2,50,4,4,42000,41.3080076,69.3078679
"город Ташкент, Мирзо-Улугбекский район, Ялангач",Мирзо-Улугбекский,2,46,4,4,30500,41.3606566,69.3548004
"город Ташкент, Сергелийский район, 1-й проезд Нилуфар",Сергелийский,1,24,2,2,15500,41.2110233,69.2499956
"город Ташкент, Мирзо-Улугбекский район, городской посёлок Улугбек",Мирзо-Улугбекский,1,33,2,4,24000,41.3292204,69.3473509
"город Ташкент, Мирзо-Улугбекский район, Элобод",Мирзо-Улугбекский,2,58,4,5,31500,41.3239567,69.2232092
"город Ташкент, Юнусабадский район, Минор",Юнусабадский,5,135,1,9,85000,41.3298867,69.2803036
"город Ташкент, Олмазорский район, Massiv Olimpiya 3-72",Олмазорский,1,40.52,4,4,23000,41.3621443,69.1931366
"город Ташкент, Шайхантахурский район, Бешагач",Шайхантахурский,5,185,2,5,135000,41.2834892,69.2665263
"город Ташкент, Мирабадский район, Куйлюк 3-й квартал",Мирабадский,2,48,1,4,32000,41.2508242,69.3108478
"город Ташкент, Мирзо-Улугбекский район, Массив КараСу 1",Мирзо-Улугбекский,2,65,1,9,38000,41.3375577,69.3726789
"город Ташкент, Шайхантахурский район, Бешагач",Шайхантахурский,3,102,2,7,75000,41.2834892,69.2665263
"город Ташкент, Шайхантахурский район, Бельтепа",Шайхантахурский,4,123,5,7,89000,41.3451812,69.1700401
"город Ташкент, Яшнободский район, Паркент",Яшнободский,5,140,3,8,98000,41.3146381,69.3228615
"город Ташкент, Шайхантахурский район, Чорсу",Шайхантахурский,3,96,7,7,68000,41.3187089,69.2303882
"город Ташкент, Яшнободский район, Городок Авиастроителей 3-й квартал",Яшнободский,2,60,2,6,27000,41.2922516,69.3419071
"город Ташкент, Шайхантахурский район, Чорсу",Шайхантахурский,4,140,4,7,120000,41.3187089,69.2303882
"город Ташкент, Мирабадский район, Садыка Азимова (Жуковского) ",Мирабадский,3,120,5,10,175000,41.3019672,69.283656
"город Ташкент, Чиланзарский район, Аль-Хорезми-2",Чиланзарский,4,100,1,12,45000,41.260048,69.162198
"город Ташкент, Юнусабадский район, Киёт",Юнусабадский,3,70,2,4,70000,41.3245206,69.2773236
"город Ташкент, Мирабадский район, Фидокор (Чехова) ",Мирабадский,3,75,4,4,70000,41.296644,69.275878
"город Ташкент, Мирабадский район, Афросиаб (пр-т Косманавтов) ",Мирабадский,1,55,2,9,62000,41.3051824,69.2638823
"город Ташкент, Яшнободский район, Мавлоно Риёзи",Яшнободский,5,135,3,9,88000,41.3123276,69.3159192
"город Ташкент, Мирабадский район, ОЙБЕК",Мирабадский,3,73,2,9,79000,41.2983828,69.2730715
"город Ташкент, Юнусабадский район, Шарафа Рашидова",Юнусабадский,4,175,9,11,280000,41.3270969,69.2739904
"город Ташкент, Юнусабадский район, Буюк Турон",Юнусабадский,4,172,7,8,150000,41.3131267,69.2708313
"город Ташкент, Мирзо-Улугбекский район, 1-й Паркентский проезд",Мирзо-Улугбекский,7,192,8,9,155000,41.2984421,69.3456065
"город Ташкент, Мирзо-Улугбекский район, Аккурган",Мирзо-Улугбекский,2,58,4,4,52000,41.322142,69.303611
"город Ташкент, Шайхантахурский район, Улица НАВОИ(набережная, Анхор)",Шайхантахурский,2,75,2,3,87000,41.2701928,69.2052901
"город Ташкент, Мирзо-Улугбекский район, ДАРХАН",Мирзо-Улугбекский,5,160,3,5,175000,41.3200874,69.3013967
"город Ташкент, Мирзо-Улугбекский район, ДАРХАН",Мирзо-Улугбекский,4,115,5,5,93000,41.3200874,69.3013967
"город Ташкент, Юнусабадский район, Ц-4(Алайский)",Юнусабадский,5,130,8,9,120000,41.3197131,69.2773236
"город Ташкент, Яккасарайский район, Башлык",Яккасарайский,5,115,8,9,65000,41.2697288,69.2512486
"город Ташкент, Мирабадский район, Нукус",Мирабадский,3,100,3,5,105000,41.2910722,69.2769129
"город Ташкент, Мирабадский район, ГОСПИТАЛЬНЫЙ",Мирабадский,5,115,6,9,98000,41.295316,69.275364
"город Ташкент, Мирабадский район, Нукус",Мирабадский,4,110,8,9,93000,41.2910722,69.2769129
"город Ташкент, Мирабадский район, Нукус",Мирабадский,4,120,10,16,125000,41.2910722,69.2769129
"город Ташкент, Мирабадский район, Афросиаб",Мирабадский,4,180,3,9,225000,41.3035042,69.2680561
"город Ташкент, Мирабадский район, ГОСПИТАЛЬНЫЙ",Мирабадский,2,88,5,12,95000,41.295316,69.275364
"город Ташкент, Шайхантахурский район, Жангох",Шайхантахурский,5,210,2,4,140000,41.3289182,69.2527386
"город Ташкент, Мирабадский район, Афросиаб",Мирабадский,5,225,8,9,130000,41.3035042,69.2680561
"город Ташкент, Мирзо-Улугбекский район, Бахор",Мирзо-Улугбекский,3,83,2,6,41500,41.3078817,69.2826522
"город Ташкент, Бектемирский район, Сувсоз-2 (Водник-2) ",Бектемирский,3,75,4,4,34000,41.294871,69.2708495
"город Ташкент, Яшнободский район, Фергана Йули",Яшнободский,2,60,1,9,32500,41.2671043,69.3139155
"город Ташкент, Юнусабадский район, Кашгар",Юнусабадский,2,65,6,9,50996,41.3197131,69.2773236
"город Ташкент, Яккасарайский район, Бабура",Яккасарайский,3,54,3,5,63000,41.2818558,69.2552666
"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак йули (Луначарское) ",Мирзо-Улугбекский,3,112,1,5,68000,41.314662,69.293391
"город Ташкент, Мирзо-Улугбекский район, Карасу 1-й квартал",Мирзо-Улугбекский,4,95,3,5,64000,41.3375577,69.3726789
"город Ташкент, Мирзо-Улугбекский район, Карасу 6-й квартал",Мирзо-Улугбекский,2,65,4,9,35999,41.3292204,69.3473509
"город Ташкент, Яшнободский район, Фергана Йули",Яшнободский,2,52,4,4,26500,41.2671043,69.3139155
"город Ташкент, Мирзо-Улугбекский район, Феруза-2",Мирзо-Улугбекский,1,49.5,7,7,24749,41.3550649,69.3585936
"город Ташкент, Мирабадский район, Таллимаржон",Мирабадский,3,115,5,5,65000,41.2962915,69.2844476
"город Ташкент, Сергелийский район, Бирлик",Сергелийский,6,130,5,9,75000,41.210633,69.2281531
"город Ташкент, Мирабадский район, Саида Барака",Мирабадский,2,65,4,9,80000,41.2981824,69.2837907
"город Ташкент, Мирзо-Улугбекский район, Феруза-2",Мирзо-Улугбекский,1,48,7,7,24000,41.3550649,69.3585936
"город Ташкент, Мирзо-Улугбекский район, Феруза-2",Мирзо-Улугбекский,1,31.3,7,7,16000,41.3550649,69.3585936
"город Ташкент, Мирзо-Улугбекский район, Феруза-2",Мирзо-Улугбекский,1,46.3,7,7,23000,41.3550649,69.3585936
"город Ташкент, Сергелийский район, Массив сергили VII a,5",Сергелийский,3,57,3,7,43000,41.220067,69.2207029
"город Ташкент, Чиланзарский район, Чиланзар квартал 20А",Чиланзарский,3,72,1,9,68000,41.259418,69.1804708
"город Ташкент, Мирзо-Улугбекский район, Феруза-2",Мирзо-Улугбекский,2,60.5,7,7,30000,41.3550649,69.3585936
"город Ташкент, Юнусабадский район, ТашГРЭС",Юнусабадский,1,24,7,10,13680,41.3802576,69.3696992
"город Ташкент, Юнусабадский район, ТашГРЭС",Юнусабадский,2,34,7,10,19380,41.3802576,69.3696992
"город Ташкент, Чиланзарский район, Чиланзар-19",Чиланзарский,3,65,1,4,57000,41.2710841,69.1849411
"город Ташкент, Сергелийский район, Бунёдобод",Сергелийский,5,188,3,4,70000,41.186375,69.2386868
"город Ташкент, Сергелийский район, Чаштепа",Сергелийский,1,37.6,1,6,28000,41.2414368,69.1978864
"город Ташкент, Мирзо-Улугбекский район, Карасу 1-й квартал",Мирзо-Улугбекский,3,75,1,5,60000,41.3375577,69.3726789
"город Ташкент, Яшнободский район, Тузель 1-й квартал",Яшнободский,1,36,1,9,21989,41.2987036,69.3577802
"город Ташкент, Шайхантахурский район, Международный деловой центр Tashkent City",Шайхантахурский,3,94,19,20,182000,41.3365221,69.2824454
"город Ташкент, Мирабадский район, Тараса Шевченко",Мирабадский,4,180,4,7,225000,41.2991561,69.2785087
"город Ташкент, Мирзо-Улугбекский район, 4-й проезд Бузбазар",Мирзо-Улугбекский,1,26,4,4,18500,41.3377896,69.2628833
"город Ташкент, Мирзо-Улугбекский район, Мирзо Улугбека",Мирзо-Улугбекский,4,90,4,4,57000,41.3292204,69.3473509
"город Ташкент, Яшнободский район, Сандикли",Яшнободский,3,119,1,5,95000,41.3105015,69.3312541
"город Ташкент, Яккасарайский район, 1-й проезд Ракат",Яккасарайский,2,42,4,4,35000,41.2880568,69.2472209
"город Ташкент, Яшнободский район, Асалабад-2",Яшнободский,1,42,4,9,37000,41.286283,69.3235123
"город Ташкент, Олмазорский район, Каракамыш 2/4",Олмазорский,2,58,2,4,39500,41.3668928,69.2087824
"город Ташкент, Юнусабадский район, Кашкар",Юнусабадский,3,70,1,5,20000,41.3197131,69.2773236
"город Ташкент, Чиланзарский район, Наккошлык",Чиланзарский,4,100,6,9,70000,41.259418,69.1804708
"город Ташкент, Чиланзарский район, Чиланзар Е квартал",Чиланзарский,2,50,4,4,31000,41.259418,69.1804708
"город Ташкент, Юнусабадский район, Юнусабад-7",Юнусабадский,2,50,1,4,33000,41.3716355,69.2691287
"город Ташкент, Яккасарайский район, Юсуфа Хос Ходжиба",Яккасарайский,4,86,2,4,68000,41.2986859,69.2595082
"город Ташкент, Яшнободский район, Шохимардон",Яшнободский,3,66,3,4,39500,41.286283,69.3235123
"город Ташкент, Мирабадский район, Мингурик",Мирабадский,2,280,9,9,48000,41.2758912,69.2937133
"город Ташкент, Мирабадский район, Шахрисабз",Мирабадский,2,64.75,9,9,48000,41.3029081,69.279218
"город Ташкент, Олмазорский район, Каракамыш квартал 2/5",Олмазорский,3,72,7,9,35500,41.2807837,69.223683
"город Ташкент, Мирзо-Улугбекский район, Махатмы Ганди",Мирзо-Улугбекский,4,94,7,9,125000,41.3142351,69.2931935
"город Ташкент, Олмазорский район, Каракамыш-2/3",Олмазорский,3,59,6,9,33500,41.3597078,69.2094809
"город Ташкент, Шайхантахурский район, ц-13 Лабзак (ц-13) ",Шайхантахурский,2,48,4,4,40000,41.3267124,69.2601886
"город Ташкент, Мирзо-Улугбекский район, Феруза-1",Мирзо-Улугбекский,2,48,1,4,32000,41.3550649,69.3585936
"город Ташкент, Сергелийский район, Сергели-VIII",Сергелийский,4,99.5,8,9,50000,41.210633,69.2281531
"город Ташкент, Юнусабадский район, Гайратий",Юнусабадский,4,90,4,5,57000,41.3587493,69.2996732
"город Ташкент, Мирабадский район, Тараса Шевченко",Мирабадский,4,100,3,4,128000,41.2991561,69.2785087
"город Ташкент, Учтепинский район, Чиланзар 15-й квартал",Учтепинский,3,72,7,9,52000,41.2953086,69.182706
"город Ташкент, Мирабадский район, Айбек",Мирабадский,4,82,4,4,63000,41.2983828,69.2730715
"город Ташкент, Учтепинский район, Чиланзар 13-й квартал махалля Кухна-Чупонота",Учтепинский,3,96,3,4,62000,41.2902787,69.1839655
"город Ташкент, Учтепинский район, Чиланзар 13-й квартал махалля Кухна-Чупонота",Учтепинский,2,52,4,4,35000,41.2902787,69.1839655
"город Ташкент, Учтепинский район, Чиланзар 11-й квартал",Учтепинский,4,76,2,4,51500,41.2770171,69.1909015
"город Ташкент, Мирабадский район, Чимкент",Мирабадский,3,80,4,4,75000,41.2799769,69.3049768
"город Ташкент, Чиланзарский район, Чиланзар 7-й квартал",Чиланзарский,2,47,3,4,41000,41.2948119,69.2087824
"город Ташкент, Чиланзарский район, Чиланзар 7-й квартал",Чиланзарский,1,30,3,4,24000,41.2948119,69.2087824
"город Ташкент, Чиланзарский район, Чиланзар",Чиланзарский,3,70,1,5,47000,41.259418,69.1804708
"город Ташкент, Юнусабадский район, Юнусабад-10",Юнусабадский,3,78,1,5,55000,41.3804352,69.2840285
"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",Мирзо-Улугбекский,4,95,4,4,95000,41.3104865,69.2922234
"город Ташкент, Мирабадский район, Нукус",Мирабадский,4,96,12,16,85000,41.2910722,69.2769129
"город Ташкент, Яшнободский район, Городок Авиастроителей 3-й квартал",Яшнободский,2,58,5,5,29500,41.2922516,69.3419071
"город Ташкент, Сергелийский район, Курувчилар",Сергелийский,4,105,7,9,42000,41.2202309,69.2251673
"город Ташкент, Чиланзарский район, Чиланзар",Чиланзарский,1,42,4,4,25000,41.259418,69.1804708
"город Ташкент, Юнусабадский район, Проспект Алишера Навои, 11Б",Юнусабадский,5,180,5,8,280000,41.3181639,69.2769744
"город Ташкент, Чиланзарский район, Чиланзар-6",Чиланзарский,2,50,3,5,34000,41.2857552,69.2117625
"город Ташкент, Чиланзарский район, Чиланзар",Чиланзарский,2,50,1,5,35500,41.259418,69.1804708
"город Ташкент, Чиланзарский район, Чиланзар",Чиланзарский,1,42,3,9,26500,41.259418,69.1804708
"город Ташкент, Чиланзарский район, Чиланзар",Чиланзарский,1,38,3,4,24500,41.259418,69.1804708
"город Ташкент, Юнусабадский район, Уч-Кахрамон",Юнусабадский,1,45,5,5,24000,41.3753451,69.2798373
"город Ташкент, Яшнободский район, Шумиловский городок",Яшнободский,2,54,4,4,31500,41.286283,69.3235123
"город Ташкент, Янгихаётский район, Йулдош 16-й квартал",Янгихаётский,4,96,9,9,34500,41.1993034,69.2095274
"город Ташкент, Чиланзарский район, Чиланзар квартал Ц",Чиланзарский,4,92,2,4,115000,41.2798237,69.2058023
"город Ташкент, Чиланзарский район, Чиланзар 1-й квартал",Чиланзарский,3,65,3,4,47500,41.2847707,69.2288981
"город Ташкент, Мирабадский район, Госпитальный LA PIOLA",Мирабадский,3,90,7,9,82000,41.2895883,69.2817165
"город Ташкент, Юнусабадский район, Юнусабад-12",Юнусабадский,5,107,8,9,58000,41.3777696,69.2922234
"город Ташкент, Яшнободский район, 1-й проезд Авиасозлар",Яшнободский,2,54.15,2,9,34000,41.2896055,69.3434849
"город Ташкент, Яшнободский район, Алтынтепа",Яшнободский,3,93,2,9,82000,41.286283,69.3235123
"город Ташкент, Мирзо-Улугбекский район, Паркентский",Мирзо-Улугбекский,2,65,5,9,41000,41.3146381,69.3228615
"город Ташкент, Мирзо-Улугбекский район, Ттз1",Мирзо-Улугбекский,2,48,1,4,34500,41.3582753,69.3935368
"город Ташкент, Яккасарайский район, Ул. Нукус",Яккасарайский,1,43,5,16,37000,41.2845992,69.266246
"город Ташкент, Олмазорский район, Камарнисо",Олмазорский,4,130,4,4,88000,41.3595375,69.1926482
"город Ташкент, Мирзо-Улугбекский район, Ялангач",Мирзо-Улугбекский,2,50,1,4,38000,41.3606566,69.3548004
"город Ташкент, Чиланзарский район, Чиланзар 3-й квартал",Чиланзарский,1,32,3,4,30500,41.2855934,69.223683
"город Ташкент, Шайхантахурский район, Хадра",Шайхантахурский,3,80,3,4,60000,41.3242925,69.2505036
"город Ташкент, Чиланзарский район, Эски-Катартал",Чиланзарский,3,60.89,7,9,41000,41.2828663,69.2027548
"город Ташкент, Юнусабадский район, Киёт",Юнусабадский,2,60,2,4,58499,41.3245206,69.2773236
"город Ташкент, Мирабадский район, Шароф Рашидов",Мирабадский,3,84,3,4,90000,41.3093806,69.2675864
"город Ташкент, Юнусабадский район, ц-5 Киёт (Ц-5) ",Юнусабадский,3,70,4,4,63000,41.3245206,69.2773236
"город Ташкент, Яккасарайский район, Мирабад",Яккасарайский,4,110,1,4,154998,41.2758912,69.2937133
"город Ташкент, Юнусабадский район, Минор",Юнусабадский,4,96,4,4,60000,41.3298867,69.2803036
"город Ташкент, Юнусабадский район, проезд Олой Бозори",Юнусабадский,2,60,2,4,75000,41.3188889,69.2844444
"город Ташкент, Юнусабадский район, Киёт",Юнусабадский,1,42,1,4,47000,41.3245206,69.2773236
"город Ташкент, Яшнободский район, Мавлоно Риёзи",Яшнободский,1,50,2,9,45000,41.3123276,69.3159192
"город Ташкент, Юнусабадский район, Киёт",Юнусабадский,1,42,4,4,43000,41.3245206,69.2773236
"город Ташкент, Юнусабадский район, Юнусабад 1-й квартал",Юнусабадский,2,55,1,4,43000,41.369675,69.293694
"город Ташкент, Яккасарайский район, Юнус Ражабий",Яккасарайский,2,53,2,3,45000,41.3050864,69.260746
"город Ташкент, Юнусабадский район, Минор",Юнусабадский,2,65,6,9,60000,41.3298867,69.2803036
"город Ташкент, Юнусабадский район, Отчопар-1",Юнусабадский,3,72,1,4,50000,41.2652378,69.3081129
"город Ташкент, Юнусабадский район, Минор",Юнусабадский,3,70,2,4,60000,41.3298867,69.2803036
"город Ташкент, Юнусабадский район, Киёт",Юнусабадский,4,96,4,4,80000,41.3245206,69.2773236
"город Ташкент, Юнусабадский район, Минор",Юнусабадский,3,70,2,4,60000,41.3298867,69.2803036
"город Ташкент, Юнусабадский район, Киёт",Юнусабадский,4,96,4,4,80000,41.3245206,69.2773236
"город Ташкент, Юнусабадский район, Чингиза Айтматова",Юнусабадский,3,63,2,5,73000,41.3356091,69.2928295
